"record_id","date","position","position_other","department_head","department_other","residence_program","residence_program_other","residence_year","university","gender","degree","age","research_tools","funding","collab_support","consumables","internet","journal_access","specialty_training","knowledge","professor_experience","research_incentives","skills_training","managerial_training","workload","work_hours","needed_positions","monitoring","reporting","oversight","excel_incentives","sanctions","incentive_additional","incentives_open_answer","infrastructure","staff_support","consulting_firms","training_workshops","academic_institutions","public_institutions","additional_support","external_support","information_flow","admin_decisions","research_exchange","travel_auth","irb_revision","institutional_processes","forums","research_importance","curriculum","abroad_training","research_proposal","research_choice","research_control","evaluating","topics","design","information_collection","new_ideas","paperwork","resource_access","time_management","admin_activitives","instructing","feedback","team_member","colleague_rapport","technical_equipment","limited_resources","change_coping","health_promotion","interpret_findings","report_writing","self_appraisal","practical_application","data_analysis","further_training","capacity_assessment_questionnaire_complete","position2"
"170",170,"5/5/2019","specialty resident","",NA,"","internal medicine","","first year","USAC","male","1. university",26,1,1,1,1,1,2,5,3,2,2,1,1,1,1,"biostatistician, research tutor, digitizer ",2,2,2,1,4,6,"funding, time, advisory",1,1,1,2,1,1,"decrease work load, time, more and improved  advisory that does not exist at the moment ","access to medical journals, advisory, help to publish studies ",3,1,1,1,2,"all processess at the hospital are bureocratic and it cannot be changed what needs to change is time availability ",1,1,1,3,4,4,4,6,5,1,3,3,1,1,1,1,1,1,4,4,1,1,1,2,1,1,4,2,3,"study desing, biostatistics, data analysis ",2,"resident"
"171",171,"5/8/2019","specialty resident","",NA,"","internal medicine","","second year","USAC","male","1. university",27,3,3,4,3,5,5,5,5,5,5,2,2,1,1,"epidemiologist, biostatistician",2,3,4,4,4,5,"protected time, funding ",1,2,3,3,2,3,"","",2,3,2,1,4,"access to medical records, access to records ",2,3,3,4,4,5,5,2,2,3,2,2,2,1,2,2,4,5,5,5,3,4,3,2,4,3,3,3,3,"data interpretation, data analysis ",2,"resident"
"172",172,"5/8/2019","specialty resident","",NA,"","internal medicine","","third year","Other","male","1. university",31,2,2,2,3,2,2,5,5,5,5,5,5,1,1,"",2,2,2,2,3,3,"workshops, decrease work load ",2,3,2,2,2,2,"incentives, balance work load, data bases ","virtual plataforms, lectures",2,1,1,1,3,"access to records, RENAP, death certificates ",1,2,1,2,3,2,1,1,2,1,1,2,2,1,1,1,1,1,1,3,1,1,1,1,2,2,2,3,2,"data analysis, statistical packages, data interpretation ",2,"resident"
"173",173,"5/8/2019","specialty resident","",NA,"","internal medicine","","second year","Other","female","1. university",29,4,2,3,1,5,4,4,NA,4,5,4,2,2,2,"biostatistician, epidemiologist ",3,2,3,2,5,2,"time, funding ",2,1,2,3,3,2,"time to carry out research ","funding ",3,4,3,2,3,"medical records ",2,3,4,3,3,3,3,2,3,3,3,4,2,2,3,3,3,4,5,5,5,3,4,3,4,3,3,3,3,"data interpretation, data bases, study desing ",2,"resident"
"174",174,"5/8/2019","specialty resident","",NA,"","internal medicine","","third year","USAC","male","2. masters or med specialty",26,1,3,3,1,3,3,5,4,3,5,1,1,1,1,"biostatistician, epidemiologist, informatic ",2,4,3,1,1,1,"promotion, economic incentives",1,1,1,3,3,1,"time","",4,3,2,1,4,"medical records",1,4,1,1,5,5,1,6,6,5,5,5,5,2,2,2,5,5,5,7,7,6,6,3,4,4,3,3,5,"statistical analysis ",2,"resident"
"175",175,"5/8/2019","specialty resident","",NA,"","internal medicine","","second year","USAC","female","1. university",26,1,1,1,1,1,1,4,4,5,6,2,3,1,1,"epidemiologist, biostatistician",2,1,4,3,5,3,"funding",2,2,2,3,1,1,"virtual libraries, virtual data bases, computers with Wifi","consultants ",1,2,2,5,3,"medical records",2,1,1,1,5,4,1,5,5,4,4,4,5,4,1,1,5,5,6,6,6,4,3,3,4,4,4,4,3,"epidemiology, statistical inference ",2,"resident"
"176",176,"5/8/2019","specialty resident","",NA,"","internal medicine","","first year","USAC","female","2. masters or med specialty",24,1,1,1,2,4,1,4,3,3,4,1,1,1,1,"librarian, statistician, epidemiologist",1,1,2,1,1,1,"",NA,NA,NA,NA,NA,NA,"","",3,3,1,1,1,"RENAP, access to medical records, certificates",1,1,1,1,5,3,3,3,3,3,3,3,4,3,1,1,3,3,3,3,3,3,3,3,4,4,3,4,3,"internal medcne, statistics, epidemiology ",2,"resident"
"177",177,"5/10/2019","head of service","","internal medicine","","other",NA,NA,"URL","male","2. masters or med specialty",32,1,1,1,2,1,1,5,5,5,5,1,1,3,1,"trained research institution, epidemiologist or clinical researcher, access to virtual libraries ",1,1,2,1,1,1,"intitutional support, funding, contiinous advisory",2,2,3,1,2,2,"research institution, more hired personnel, tools","international support, network with other univertities. consultants ",2,1,1,1,2,"trainned ethics review board, support from the hospital",1,1,3,1,3,3,1,2,4,5,4,5,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,1,2,"informed consent, biostatistics",2,"dept head"
"178",178,"5/10/2019","head of service","","internal medicine","","other",NA,NA,"USAC","male","2. masters or med specialty",41,1,1,3,1,1,1,4,5,4,4,1,1,1,5,"biostatistician, epidemiology",2,2,2,1,5,1,"promotion, more trainning and scholarships, funding ",2,1,4,2,3,1,"time, advisory /consultants, incentives","academic recognition, study abroad",2,1,3,1,3,"electronic medical records within the hospital",1,1,1,3,3,4,5,4,5,5,3,6,5,5,3,6,4,4,5,5,2,2,5,5,5,5,5,2,4,"data management, data analysis and interpretation, study desing ",2,"dept head"
"179",179,"5/10/2019","head of service","","internal medicine","","other",NA,NA,NA,"male","3. 2nd masters or med subspecialty",36,3,1,2,2,1,2,3,3,4,4,3,2,2,4,"data bases, biostatistician, advisory ",2,2,3,2,2,1,"funding, support with data bases, incentives to publish in international journals ",2,1,2,3,2,2,"infrastructure, technology, incentives to publish","research advisor, biostatistician advisor ",3,2,2,2,3,"electronic medical records, virtual public health network ",3,2,4,4,4,5,4,6,6,6,6,6,5,5,6,6,6,6,7,7,7,5,6,6,7,6,6,6,6,"biostatistician, data analysis, epidemiology ",2,"dept head"
"180",180,"5/10/2019","head of service","","internal medicine","","other",NA,NA,"USAC","male","3. 2nd masters or med subspecialty",50,2,1,3,5,1,2,4,5,5,5,3,1,3,4,"biostatistician, better epidemiologic data bases, satatistical packages ",3,2,3,1,4,1,"promotion, protected time ",1,1,1,6,3,2,"more support, incentives and expanding the research department, research should not be required ","consultants ",1,1,1,5,1,"improve the records in all institutions ",3,2,2,1,1,2,1,5,6,4,5,6,5,NA,7,7,6,6,7,7,6,6,7,6,5,5,6,6,4,"continuous medical education in research",2,"dept head"
"181",181,"5/10/2019","head of service","","other","reumatology ","other",NA,NA,"URL","female","3. 2nd masters or med subspecialty",34,3,1,1,4,4,4,4,4,4,5,2,2,3,2,"data bases, biostatistician ",1,2,2,1,2,1,"time to carry out research, funding, promotion ",1,1,2,4,1,1,"data bases, equiptment, protected time for research ","accesible data collection and analysi from the hospital and from institutions that collaborate with the hospital ",2,1,2,2,3,"access to data bases to public enteties, collaboration to access data bases from the hospital ",2,2,3,3,4,4,4,6,6,6,6,5,5,5,6,5,5,5,5,7,6,5,5,6,6,5,5,5,5,"data base management, management of big data sets, biostatistics ",2,"dept head"
"182",182,"5/10/2019",NA,"",NA,"",NA,"",NA,NA,"male","2. masters or med specialty",56,1,1,2,5,1,1,5,5,4,NA,1,1,1,1,"will",1,2,5,1,2,1,"make it a requirement to be admited to the recidence program ",4,3,1,2,2,2,"research department ","scholarships or fellowships abroad",2,1,2,2,2,"virtual records, most times records are not available ",1,1,3,3,3,2,5,4,5,5,5,5,4,4,6,6,6,6,6,7,5,6,4,4,5,4,4,5,5,"study desing, publishing ",2,NA
"183",183,"5/10/2019","head of service","","internal medicine","","other",NA,NA,NA,"female","2. masters or med specialty",30,1,1,2,1,1,1,5,NA,4,3,1,1,1,3,"epidemiologist, biostatistician, digitizer ",2,2,1,1,1,1,"academic recognition, funding, protected time ",1,1,1,3,3,1,"provide equiptment and resources, administrative personnel, advisors ","advisors, resources to carry out research ",2,1,3,3,4,"exclusive personnel for the research department that facilitates access to medical records or whatever the researcher needs ",1,3,4,5,5,5,3,6,6,6,5,5,6,5,6,5,6,5,5,6,7,7,6,5,7,6,6,7,7,"",2,"dept head"
"184",184,"5/10/2019","other","",NA,"","other",NA,NA,"USAC","male","2. masters or med specialty",56,3,6,6,6,1,1,3,4,3,5,6,6,6,5,"",2,2,1,1,1,1,"all the above specially the first two ",5,1,1,1,1,1,"","",1,1,1,1,1,NA,1,3,5,6,5,5,5,5,6,6,6,5,7,5,4,4,6,6,6,6,7,7,5,5,5,5,5,5,5,"data base management ",2,"resident"
"185",185,"5/10/2019","head of service","","internal medicine","","other",NA,NA,NA,"male","3. 2nd masters or med subspecialty",50,4,6,4,4,5,3,5,5,5,5,4,4,3,4,"biostatistician, epidemiologist",4,4,3,2,1,2,"time, funding, technology ",1,1,3,3,2,2,"time, biostatistician, motivation ","consultatnts, trainning, funding ",4,3,1,4,4,"",3,2,4,4,4,4,4,7,7,6,7,7,6,6,7,6,7,7,7,7,7,7,7,7,6,7,6,6,7,"study design, literature review, update on plataforms ",2,"dept head"
"186",186,"5/10/2019","head of service","","internal medicine","","other",NA,NA,"USAC","female","3. 2nd masters or med subspecialty",48,1,1,2,1,3,1,4,3,4,5,2,1,1,1,"",1,3,2,2,2,1,"funding, biostatistics program ",1,1,1,2,2,2,"strengthen BPC,  a longitudinal research program that lasts 3 years instead of 1 ","promote local institutions research, motivational talks by advisors and experienced research scientists ",1,1,2,1,3,"digital medical records, access to RENAP data ",1,2,3,2,1,3,4,3,3,3,3,1,3,2,1,2,1,2,2,3,3,2,3,4,3,2,2,2,2,"molecular biology research ",2,"dept head"
"187",187,"5/10/2019","head of service","","internal medicine","","other",NA,NA,"USAC","female","2. masters or med specialty",45,2,2,3,2,2,2,4,4,4,4,3,3,2,5,"biostatistician, programmer, epidemiologist",3,3,3,3,3,4,"promotion, protected time, funding ",2,2,3,2,3,2,"proper infrastructure, updated equipment, laboratories ","rotation where residents can visit different research institutions, invite research consultants ",3,3,3,3,3,"",6,6,4,4,4,3,5,5,5,6,6,5,5,4,6,6,5,6,6,6,6,5,6,5,6,5,5,6,5,"metabolic research, genetic research, pharmaceutical research ",2,"dept head"
"188",188,"5/8/2019","specialty resident","",NA,"","internal medicine","","first year","USAC","female","1. university",27,3,3,3,2,2,3,4,4,4,4,4,4,1,2,"",3,3,2,2,4,2,"promotion, advisors, time ",3,2,2,4,4,3,"exclusive time, internet access, workshops ","institutional support, consultants ",3,3,2,1,2,"",3,3,3,NA,3,3,3,7,7,6,7,6,5,7,7,5,7,6,6,6,7,3,5,NA,6,6,7,7,5,"statistical packages use, research presentation, results interpretation",2,"resident"
"189",189,"5/8/2019","specialty resident","",NA,"","internal medicine","","first year","USAC","female","1. university",27,6,6,4,2,6,5,4,4,5,4,4,6,1,1,"biostatistician, digital medical records ",2,2,2,2,5,5,"time to carry out research",3,3,2,2,3,3,"more physicians, accesible statistics ","",3,3,2,5,3,"access to medical records ",6,3,4,3,5,3,2,4,5,6,6,6,4,3,7,4,4,4,4,4,5,5,4,4,6,6,5,2,4,"outpatient, emergency ",2,"resident"
"190",190,"5/8/2019","specialty resident","",NA,"","internal medicine","","first year","URL","female","1. university",25,2,3,4,3,1,1,5,5,5,5,2,2,3,4,"epidemiologist, biostatistician, researcher ",1,1,5,3,5,5,"time, physical space, incentives ",1,4,2,4,4,2,"protected time to carry out research, better statistics lectures, specific dates for advisory ","more accessibility with other hospitals, time, collaborative work with other research institutions",3,4,1,5,1,"medical records, INE, SPSS",1,2,3,1,5,5,5,4,5,5,6,7,3,1,1,1,4,4,7,7,6,4,6,6,5,5,4,4,1,"statistical analysis, graphic interpretation, statistical results ",2,"resident"
"191",191,"5/8/2019","specialty resident","",NA,"","internal medicine","","first year","Other","female","2. masters or med specialty",30,1,1,1,1,1,1,5,5,5,5,1,1,1,1,"librarian, advisors, technology, internet ",1,1,2,2,3,1,"time, orientation, follow up ",1,1,1,1,1,1,"technology area, professors, follow up","educational support, technology, training ",1,2,2,1,5,"",1,1,1,1,4,4,2,4,4,4,4,4,4,2,1,1,7,5,4,5,1,4,4,3,3,3,2,3,3,"statistical analysis, statistical packages, data collection",2,"resident"
"192",192,"5/8/2019","specialty resident","",NA,"","internal medicine","","first year","USAC","female","1. university",25,2,2,2,1,1,3,4,4,4,4,1,1,3,1,"biostatistician, librarian",2,2,4,3,5,3,"time, motivation, incentives, academic recognition",2,4,5,3,2,1,"time, work area, funding ","advisory, promotion ",4,2,5,3,4,"access to medical records",2,2,1,4,5,5,3,4,2,2,4,2,2,2,2,2,4,5,6,6,3,3,5,4,4,5,6,6,3,"statistics, data analysis, result interpretation",2,"resident"
"193",193,"5/8/2019","specialty resident","",NA,"","internal medicine","","first year","USAC","male","1. university",29,3,2,2,2,2,2,5,5,5,5,1,3,1,1,"head of service, biostatistician, epidemiologist ",3,3,3,1,5,1,"funding, time to carry out research, equipment ",1,1,5,1,2,1,"time, funding, infrastructure","updated data, fellowships in other institutions, data access ",1,1,1,1,1,"medical records, death certificates, INE ",1,1,1,1,3,3,3,6,6,6,6,5,6,6,6,6,4,4,4,4,5,4,4,5,4,4,4,4,4,"project leader, software use ",2,"resident"
"194",194,"5/8/2019","specialty resident","",NA,"","internal medicine","","first year","USAC","male","1. university",26,1,1,2,1,1,1,5,2,4,5,1,1,1,1,"librarian, biostatistician, more space and time ",1,2,3,1,5,5,"funding, time and space, less work load and more research ",1,1,2,3,3,3,"time, library, funding ","funding, advisory ",2,1,1,1,1,"RENAP, medical records ",1,1,5,4,5,4,3,4,2,2,4,5,4,1,2,3,5,5,5,5,3,4,3,4,4,4,4,5,5,"time and space, epidemiology ",2,"resident"
"195",195,"5/8/2019","specialty resident","",NA,"","internal medicine","","first year","USAC","male","2. masters or med specialty",NA,3,3,3,2,2,1,4,2,4,2,2,2,2,1,"epidemiologist, access to statistics ",3,4,4,2,2,2,"scholarships to courses, funding, academic exchange ",5,2,3,2,3,4,"more time for research, assigned advisors, improve lectures   ","on line research training, virtual advisors, funding ",4,3,3,3,2,"more access to records, bad statistics ",2,5,5,3,5,3,3,3,3,4,4,3,3,2,2,2,2,2,6,6,5,5,4,3,3,3,3,5,4,"data analysis, graphic interpretation, literature review ",2,"resident"
"196",196,"5/8/2019","specialty resident","",NA,"","internal medicine","","first year","USAC","male","1. university",26,1,3,2,2,1,2,5,5,5,3,2,2,1,2,"tutor, biostatistician, research department ",2,3,3,4,4,1,"funding, academic, adequate work time, research time and academic time ",1,1,3,2,3,2,"contineus academic lectures in research and biostatistics, adequate personal in the research department, space and equipment  ","funding, novel and inclusive research, collaborative work between the university and research institutions",1,1,1,1,1,"access to medical records, access to statistics, improved medical records specifically from rural areas ",2,1,1,1,3,1,1,3,4,4,3,4,4,3,3,3,4,4,6,6,4,3,3,3,3,3,4,4,2,"biostatistics, analysis, methodology ",2,"resident"
"197",197,"5/8/2019","specialty resident","",NA,"","internal medicine","","first year","USAC","male","1. university",27,5,3,4,4,4,5,5,4,4,4,4,3,4,3,"",5,5,4,4,5,4,"",3,3,3,NA,4,4,"reduce work load, personalized advisory ","publish in journals, study presentation at international conference",4,4,2,2,3,"",5,1,4,4,3,4,5,4,4,4,4,4,3,5,5,1,5,5,5,5,6,5,5,6,5,6,6,5,7,"",2,"resident"
"198",198,"5/8/2019","specialty resident","",NA,"","internal medicine","","first year","USAC","male","1. university",NA,2,2,3,2,2,2,4,3,3,4,3,2,2,1,"epidemiologist, librarian, advisor ",3,2,4,2,3,3,"funding, time, advisors ",2,3,3,3,2,3,"assigned advisors, access to a research line, infrastructure ","biostatistician, logistics, funding ",2,2,3,2,3,"digital data bases,  on line access",3,2,3,3,4,3,2,4,4,3,3,4,3,3,2,3,3,3,3,3,2,4,3,3,4,3,3,3,4,"statistics, study design, software use ",2,"resident"
"199",199,"5/8/2019","head of service","","internal medicine","","other",NA,NA,"USAC","male","2. masters or med specialty",28,3,5,4,4,2,3,4,5,4,3,6,NA,4,2,"biostatistician, epidemiologist, master in research ",3,3,4,4,3,2,"funding, publishing in journals ",3,3,4,3,2,3,"research study contest","collaborative work with research institutions ",5,4,3,4,3,"",2,4,2,3,5,5,4,5,4,3,4,6,5,6,6,6,6,5,6,7,5,5,5,3,4,5,5,6,5,"research methodology, sample size",2,"dept head"
"200",200,"5/8/2019","specialty resident","",NA,"","internal medicine","","third year","UFM","female","1. university",30,1,2,1,1,1,4,5,5,5,3,1,3,1,1,"biostatistician, epidemiologist ",1,1,1,3,1,1,"promotion, academic recognition, protected time ",1,1,1,1,1,1,"training, incentives, funding ","consultants, funding, technology ",1,1,1,3,1,"access to records, digital information, improve work load ",1,1,1,1,5,3,1,4,7,5,5,5,6,3,3,4,5,5,5,5,6,6,5,3,5,5,4,5,5,"funding, time, study design ",2,"resident"
"201",201,"5/8/2019","specialty resident","",NA,"","internal medicine","","fourth year","Other","male","2. masters or med specialty",30,5,1,3,1,6,1,5,5,5,3,3,2,1,1,"librarian, biostatistician ",2,2,3,1,2,2,"funding, protected time ",1,2,2,4,1,2,"lectures: research methodology, trained personnel, to develop and guide research ","network and collaborative work with other universities ",1,1,2,3,4,"medical records ",2,5,2,2,5,5,1,6,3,6,6,7,7,1,1,7,7,7,7,7,1,7,7,7,5,5,6,7,6,"knowledge about research work, support with  academic professors and resources ",2,"resident"
"202",202,"5/8/2019","specialty resident","",NA,"","internal medicine","","second year","USAC","male","1. university",26,1,3,4,1,1,1,5,5,5,4,2,2,3,1,"statistician, epidemiologist, librarian, bachelor of comunication ",3,3,5,1,3,1,"time, funding, institutional support (hospital and university) ",3,1,3,3,2,3,"speed up  research review, more personal, academic training ","resources, informatics department, on line information ",4,4,1,1,5,"improve acces to medical records, access to RENAP ",3,3,2,1,5,5,5,5,7,5,5,4,5,5,3,3,4,2,4,4,4,4,5,4,5,5,5,4,5,"Statistics, data collection, informatics ",2,"resident"
"203",203,"5/8/2019","specialty resident","",NA,"","internal medicine","","third year","USAC","male","1. university",27,1,3,2,1,1,1,5,5,6,3,5,5,3,2,"epidemiology, adequate archive, professors ",2,2,2,2,2,2,"promotion, monitoring, planification ",2,2,1,1,1,2,"training, promotion, funding ","consultants ",2,2,6,6,3,"INE, archive ",6,2,2,1,3,3,2,5,3,2,2,4,3,3,3,3,4,4,5,5,4,4,4,2,4,3,4,3,2,"research, data analysis ",2,"resident"
"204",204,"5/15/2019","head of service","","obgyn","","other",NA,NA,"USAC","male","1. university",58,6,6,6,6,6,6,4,4,6,6,6,4,2,2,NA,6,6,3,3,6,6,"promotion, funding, protected time ",6,6,6,3,1,6,"promotion, funding, knowledge ","collaborative work with research institutions, consultants ",5,2,6,1,6,"medical records, death certificates, RENAP, access to the cancer registry or the INE",1,1,3,6,1,1,1,3,1,2,3,2,4,1,2,2,3,2,2,4,3,1,1,2,2,2,1,2,3,"",2,"dept head"
"205",205,"5/14/2019","head of service","","obgyn","","other",NA,NA,"USAC","male","2. masters or med specialty",51,1,1,1,2,1,1,2,2,2,1,1,1,1,1,"ibrarian, biostatistician, epidemiologist",1,1,1,1,1,1,"academic recognition, funding ",1,1,2,1,1,1,"personnel, funding, motivation","support from pharmaceuticals, support from the government ",1,1,1,3,3,"improve systems of information ",2,3,3,2,2,2,2,3,3,1,5,7,3,1,1,5,5,5,5,5,5,3,3,5,1,1,5,3,3,"hospital ",2,"dept head"
"206",206,"5/13/2019","head of service","","obgyn","","other",NA,NA,NA,"female","1. university",40,3,2,4,1,1,1,3,3,3,3,3,3,2,3,"",3,3,3,2,3,2,"tools ",2,2,3,3,2,3,"adequate areas, funding","private entity ",2,3,4,4,3,"improve computer systems, implement internal research systems ",4,4,4,4,3,3,4,5,5,4,5,5,4,4,4,4,5,5,6,6,5,5,5,5,5,4,4,5,4,"obstetrics ",2,"dept head"
"207",207,"5/13/2019","head of service","","obgyn","","other",NA,NA,NA,"male","2. masters or med specialty",33,1,1,1,1,1,1,3,4,4,5,1,1,1,3,"statistician, librarian, technician ",1,1,3,1,5,1,"funding, academic incentives, decrease work load ",1,1,1,1,1,1,"updated equipment, medicine, incentives","incentives, funding, training ",1,1,1,2,3,"access to research, access to data, access to medical records ",1,1,2,4,5,5,3,7,7,5,6,7,7,4,7,7,7,7,7,7,7,5,4,4,7,7,7,7,7,"study design, data results ",2,"dept head"
